,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46
num__time_since_recent_deliquency,0.04453737143858823,0.13610822100601272,0.05712401996333161,-0.03559065140006472,0.007108002338107207,-0.13702689319337233,-0.039034551048379836,-0.021411864719323215,0.028562086237208413,-0.1493858292200621,0.1850315140137903,0.020758195955019335,-0.22216840692433024,-0.02716508954450974,0.18637476550203902,-0.1369386175634361,0.3656659214655503,-0.1167924149573488,-0.022543984628104682,0.033585247481321745,0.000531041717981573,-0.2272670185855986,-0.015511965253675382,-0.04038310642702784,-0.17949148847006172,0.23024426506058387,-0.0672242323074953,0.04930405645132686,0.07231071936421134,-0.05008513730419362,0.21920553443787172,0.017153056011583456,0.12108482303736749,-0.03103124306649891,0.010620421182827966,-0.012668001443070908,-0.14125240653324653,0.017414017437278023,0.03427532330064749,0.030347871514511376,0.024339148196911704,0.021909985198553084,-0.020409282228028486,-0.0029485418560924737,0.0034840035668266683,-0.014376779098706927
num__num_times_delinquent,0.09060487370863231,0.19803464891468878,0.23215448789254411,0.060046087668943704,0.037549591081654794,0.017474995082476272,-0.02620651831978917,-0.017339892976794606,-0.0004913454809949947,-0.05670305098251267,-0.05307429797014934,-0.10403460361969477,0.051056983539731565,0.02982836282275443,0.0827560501236877,-0.00986835173749033,0.20347299148964132,0.004371447134256509,-0.014656588036191187,0.020922848644704034,-0.01624267200555047,0.26450729895757946,0.04462523844782962,0.06267186033816272,0.03196238325312675,-0.0485889362988896,0.030052747925088635,-0.023403230400523042,-0.014607895266611187,-0.0008225417216348729,0.03184102234528957,0.0013265268680150155,0.01769917403758023,-0.002835349603315109,-0.005003493090927652,0.028999348520864426,0.016859339180355593,-0.006818350823717789,-0.013394228643826514,-0.026065190542115868,-0.0005256920491896466,-0.01921635464017308,0.015003660696528469,0.012590210578796886,-0.004543067772855375,0.01716137775878352
num__max_delinquency_level,0.062401866634557115,0.18346848887829534,0.23559633336508956,0.045057607449968604,0.06573008238011566,-0.11080373339817638,-0.0015114224718519582,0.0026702464078173956,0.059036026123078476,0.028945986538675444,0.1222212260197199,0.1849714506037118,-0.13545014706927216,-0.029666299807101018,0.0036660938371114726,-0.029091427752211477,-0.061142393182539945,0.0066567226934816925,0.007838466725590361,0.013417701614790348,0.012930888475703756,0.016373930333185297,-0.002486379645811651,-0.00019413614097783805,0.012762520419398259,-0.00835266179053562,-0.01467621463965424,0.005970496889110714,-0.02339099001109826,0.02693214325811455,-0.1917842892322266,-0.010904686001173294,-0.12356517401451593,0.024624240967239204,-0.02062704474070269,0.07914538736345186,0.12119345014375058,-0.010438717383924268,-0.03903605468920511,-0.023857047356171376,0.01092144815625079,-0.009612669424134093,-0.013139149063863279,-0.0010573368956219506,0.0065525325282868585,-0.0169881806973001
num__max_recent_level_of_deliq,0.05741341443945469,0.16251495172847366,0.22330055239870913,0.04225859163927993,0.06388159639734678,-0.10777427830629648,0.00957173395453869,0.013606660661436079,0.054775015599497545,0.04995553845502593,0.14165377170163848,0.22214374947736445,-0.14220797276797117,-0.03870642476138589,-0.028843751981356303,-0.018432864871071597,-0.15590785976693605,0.01535595562640385,0.01490240132181439,0.00236421371134915,0.01957526452067962,-0.14207608529569632,-0.026977474214720715,-0.03027512319849128,0.03049076858582611,0.05359496994028604,-0.05859836214448308,0.044446263860995636,0.006000245851758984,0.02865223500844801,-0.29963459202457915,-0.011254787910811387,-0.16525767490236115,0.043905694545201546,0.006898046086735887,0.12802363224630595,0.16516622553079324,-0.0010029170416076816,-0.038094497313413384,-0.024874030253625543,-0.01955153303301723,-0.012926251172943097,0.009400395142498436,0.0107546826702495,-0.0022171080529849244,-0.002038075622918968
num__num_deliq_6mts,0.05908839570208969,0.09081324743930135,0.19359936491498922,0.0740622474195657,0.022760778729067843,0.20154649764917532,-0.0024100080802387028,0.0006257575208642904,-0.05173362759022794,0.03388834809897473,-0.2095218283610589,-0.15650524905679902,0.20896677145888043,0.04966830602655365,-0.04470786503354257,0.06125917636377751,0.055322081308618376,-0.030202679410521044,-0.022276710630458857,-0.03275904536408955,-0.011701356680955038,-0.12198171945374825,-0.014880293019409713,-0.02797082361677805,-0.038165976793775314,0.03956979715316941,-0.008194332068514526,0.019465675456676858,0.008045812808969433,0.01508219107585071,0.08986780821111669,-0.032891350467580155,0.19865263146843373,-0.043791346039649355,-0.0636608698804708,0.44193344464686324,0.5170787118367951,-0.03361094641438825,-0.04477151766364165,-0.04606192779954821,-0.001115535072720747,-0.0037793096773525558,-0.013511192932279814,-0.009296889749111787,0.04964701753420683,0.006862989319398691
num__num_deliq_12mts,0.07001887247226404,0.11553441439406784,0.22491234241436797,0.07275871218074452,0.04075881967847865,0.22312497230637837,-0.0070059273898455945,-0.0019886149840369917,-0.0602430771316139,0.025388662468112264,-0.23046112334127525,-0.20578132952625003,0.22060214364147188,0.03842885668156188,-0.013423466833309756,0.024637504797690845,0.1431563578982688,-0.026603135179797108,-0.024113565544238692,-0.007454796566390906,-0.02918351829319673,-0.07113734190295562,-0.0016600773212201228,-0.01280673469954828,-0.06965625736269475,0.06754219853368554,-0.04020168924580192,0.033401056016963054,0.015084099714542594,0.020977994964107294,-0.19102686366111354,-0.033529811253722355,-0.0873809669031477,0.026547335729457763,0.022179072460882993,0.03786244731996109,0.0126929853625245,-0.019231344452454016,0.004694152325708578,0.03199531574197123,-0.010286207267141967,0.008548516617628881,-0.01777734512288162,-0.0077755345640272335,-0.00862510078134579,-0.00619828916319775
num__num_deliq_6_12mts,0.06305551715395008,0.10856165790238616,0.19997899133934047,0.05696773103576832,0.044566981136992284,0.19198058687295338,-0.00867555032626283,-0.003347548089010674,-0.05364722950326478,0.014442855946466092,-0.1973814881037798,-0.1969055741584493,0.1832564945488349,0.022959585885093253,0.010465302692938185,-0.005155560552201656,0.17316677581539655,-0.018719330583351054,-0.02041315442143922,0.011170222088713586,-0.035015206617869776,-0.022205346370960485,0.007612624655040215,6.363523391439418e-05,-0.07665886089710727,0.07260110313647097,-0.05358970094584384,0.035972002499860115,0.016748522722941937,0.020662658119783545,-0.3416725041330727,-0.02709003825899063,-0.2627386651374216,0.068632830880788,0.07563348420187649,-0.24291536927480745,-0.33070661542603735,-0.005574453382086703,0.037154679148101326,0.07817957607305667,-0.014374637201465042,0.015126241525459778,-0.017016800406265298,-0.005154183423636277,-0.04623032609315511,-0.01375321089368637
num__max_deliq_6mts,0.04534947357921908,0.10028510737371492,0.21743170685294627,0.07346616372527237,0.05529959513958596,0.09084774457780972,-0.006078776224808816,0.006763212546703615,0.0032599781799918692,0.107807416390715,-0.09856009691248255,0.08758195037631625,0.09647974363549243,0.0027890070524385644,-0.15701820677258427,0.0994368364958517,-0.28776470056212766,0.02131379163321074,-0.008766101578696863,-0.04097015201574075,-0.0009743121815367281,-0.24063155309448991,-0.04548842810213973,-0.0607035432625645,0.0014498079015657257,-0.002213768935522914,0.048018950516435774,-0.04123951815214635,0.06445342248506161,-0.04246973263113206,0.45212487027033677,0.04210024306247035,0.28330004000511233,-0.05867855675624869,-0.010405756571214508,-0.05469379656160484,-0.07324916914581273,0.0243811979661087,0.024492584297658753,-0.020789972375527262,0.02720136292025528,-0.011233761178835169,0.018498008932331847,0.017151148065033817,-0.02930205255483999,-0.009632464733635274
num__max_deliq_12mts,0.05293948252999162,0.12462385052038913,0.24897230453185892,0.07347306437774101,0.07651621574881624,0.08140576515306605,-0.010639253934276989,0.007772583161208054,0.007925076793409085,0.11008851458615002,-0.08387109372822892,0.09507755998804225,0.06801291078805957,-0.011905926008452998,-0.13255369022308805,0.06711586262771985,-0.259196494990492,0.03104930487009447,-0.0070455723350858444,-0.022800777901361216,-0.008671839125568917,-0.19639339625800423,-0.037573109251379466,-0.05009813775280053,-0.012237522588243739,0.011420973199871991,0.02298477367382823,-0.018709158002828075,0.04246083992113218,-0.027342207562121808,0.18059700060789166,0.026489568735452773,0.01939884917762695,-0.0022110970909969344,0.039901237858909394,-0.27837000860528643,-0.3572396722799108,-0.0015935927689531282,0.04446280117146809,0.03081172141255337,0.0036590874689134585,0.009215218137112366,0.009085943477703223,-0.0034014103400096737,0.007329407852418007,-0.013128494832687077
num__num_times_30p_dpd,0.07318416966067935,0.19311602074024944,0.22724520691961697,0.061005292942466545,0.05331388246650545,-0.07954204597753631,-0.022972851570789456,-0.01787643684416264,0.048679191545230614,-0.02375176472524192,0.012242388296077213,0.021140573613934267,-0.010316653771101601,0.015354783679393802,0.047806798154966024,0.0052649059889113,0.05510967097981846,0.04762530928923961,-0.00642362336389778,0.02830420841576322,-0.008429604120510345,0.427260512706709,0.0632753698243822,0.09158619812161231,0.06727906180977658,-0.16409844066212448,0.0907126762541491,-0.075357781015954,-0.04961433603777446,-0.006099350061749234,0.12575756616770173,0.00900442033428072,0.04439849586377041,-0.020451511207732136,-0.025499906992429898,-0.03482453249469551,-0.016223068150331303,-0.001117994367576885,-0.0018363742721206056,0.0004163591592756394,-0.003393818992610903,0.016417740024288932,-0.006515877120229163,0.0025413698933200875,-0.014037999988233893,0.012618671767476435
num__num_times_60p_dpd,0.06052302971760076,0.17612085404570835,0.22369209873801676,0.05840681504614318,0.05803476203186497,-0.10312331990403717,-0.007388378581496709,-0.011191339934380245,0.06429516469392267,0.006682192851748767,0.045783507784742924,0.10087970617181788,-0.041700497238293166,-0.0037126857662390282,0.017185531242571165,0.012877808547442846,-0.029814398171116297,0.05740885377724386,0.004873532554084861,0.02797295358461219,-0.003127468073599586,0.4351360290599159,0.06189866646196028,0.09016533581270769,0.07310638818857192,-0.19690755602068397,0.10136337661559312,-0.0810786024821557,-0.06980940314157016,7.381233543701793e-05,0.11832958254026725,0.006028492479896626,0.03920069273727592,-0.0165304891722214,-0.03627067322176146,-0.05103839354507751,-0.014546829851042997,0.004337292963413508,0.008553210892157902,0.007741554428243674,0.0028340628517646103,0.020777396891928188,-0.011452808170632406,-0.010886520344925179,-0.003991617457099916,0.014963185729369402
num__num_std,0.07468912214471965,0.16502538570381167,-0.15882525818966037,0.12066053426406102,-0.14711685798200355,-0.04057464015635438,-0.031078379197733073,0.003650212314838614,-0.12230291014046542,0.22110940753175806,-0.14628118329859607,0.0142942357737685,-0.14367338268005836,-0.172897536480013,-0.08155858563793927,0.011117895016067365,0.036544907780882895,-0.07826770078312384,0.027878162892047406,-0.028163366112924457,-0.023113274800150563,0.033759609987754395,0.005544973781412273,0.016882574002126217,-0.03032427473682972,-0.053930083535415375,-0.06294167539428165,0.08984004074795807,0.061506234820132455,-0.05928131413944013,0.019216060476850157,0.0016007951318404295,-0.014275945090048918,0.03692619221564415,0.04371327468334184,0.028140055415744672,0.008264616939875173,-0.029886442570472578,-0.008992847708701415,-0.04341199262358449,0.05696252810945843,-0.016062322189320775,-0.04803837148200572,-0.036236291137167226,0.06423793327657765,0.004341643784664492
num__num_std_6mts,0.06925480583417667,0.12500589120300631,-0.14581788988171587,0.15999189238801756,-0.13697336501323432,-0.0330427820026886,-0.029306843417058005,-0.001930309234388923,-0.12952608352758652,0.2507341854722207,-0.17721146728349388,0.04703053449519912,-0.17364732985678494,-0.19879602737639157,-0.06890751568708992,-0.00019545732965212722,0.07214922171694091,-0.09444815731189944,0.03298286112658531,-0.0508919095286028,-0.035460490888029855,0.05124355999628707,0.007921484768667322,0.02420799426996001,-0.0165196875183784,-0.012632966650876543,0.10239702469097797,-0.02259644911249714,0.1582885069278242,-0.16752181088348658,-0.028731578199602294,-0.03385449384467861,0.008770243128716625,0.019464290460862687,0.09562932079614184,0.06166648869138963,-0.03249832133722349,-0.04785894254776579,0.019429012058902122,0.06164560224947886,-0.07101803175632238,0.01517007681099462,0.012315643419342728,0.026958712966765316,-0.10468227541176263,-0.014742270340650976
num__num_std_12mts,0.07015986388607051,0.13922354750316573,-0.1533533064807585,0.149111995726308,-0.1412922533557551,-0.03046148203580843,-0.028270695095905407,-0.001205062514056098,-0.13158972493956045,0.25542159932981673,-0.17821064781837412,0.0402020066944428,-0.17823790506436163,-0.21220684344017876,-0.07400723063980164,-0.009186581222350285,0.059876139964693764,-0.09415652482044046,0.03490520435067484,-0.03451156436815396,-0.03005683158096478,0.05137459419518066,0.008103556335517386,0.023114258158353516,-0.024837295918907792,-0.01830397083076718,0.07179316279478508,0.0009333757696228656,0.13609696571467084,-0.14809707757803203,-0.011509702114379586,-0.013424130871735274,0.008171233670623904,0.02413271946760062,0.08586518657739563,0.05427285512151518,-0.007311611264849693,-0.053879262097875205,0.013830594806261644,0.006313281558393063,-0.02131827919385973,0.008021281927291554,-0.012672098216882657,0.011316928144658404,-0.01978367421540586,-0.033831692280113734
num__num_sub,0.004770232026077964,0.030792239535349902,0.01490368325493517,0.0012590675760200119,-0.02845815649152148,-0.06346674657360976,0.019231026270461873,0.17160613749687192,0.005084473618964102,0.3160775156067641,0.290604018191255,-0.16912338144344635,0.08660552606195818,0.024340683099185134,0.02028958583000314,0.0033093387776053917,0.010633897738890535,-0.005834758300075599,-0.010309344465887244,-0.00579098424194969,-0.003356294733117368,0.025140491798145113,0.006043568071060185,0.012418832119053785,0.025631298335539343,-0.030856886093536907,-0.08943214525304313,0.0857455139416389,-0.07122886285390224,0.09087779750200645,-0.3466627184839412,-0.13372237573806917,0.6534503346881686,-0.0573330453899241,0.08766894806223263,-0.06570102221956152,-0.13048121525459752,-0.05107610187412555,-0.19962493772309095,0.026932784267290927,0.022907459460348778,0.008333998050572972,0.014527758302022964,-0.0727585816038124,-0.03303429779926788,-0.004702526114393382
num__num_sub_6mts,0.0012571956555871722,0.012764026811638865,0.010215670779080517,0.0036603159666977027,-0.014994409499531606,-0.04180246516711326,0.007551678368844428,0.1372105657274753,0.00010536637186830775,0.36509910450051986,0.33358602440938095,-0.23326644802366295,0.13954047711363013,0.05747240746753804,0.0562714210074716,0.015849998011620903,0.02195531047713359,0.010705876239936393,-0.0021400452058698907,-0.002819977774275069,0.006653157938887334,-0.0316380477083438,-0.0029963846278885445,-0.007348429797877289,-0.01746396647287565,0.030504858847214003,0.07523378647619125,-0.07623122766773835,0.05144167199345352,-0.060107893942711696,0.22180837637347411,0.08273286243758075,-0.40931686972342884,0.038758250810534446,-0.05792280424960469,0.05438625571954414,0.07572977927832403,0.0334709656562556,0.16373996028104376,-0.024732184545363745,-0.031531930911572525,0.02182610716357719,0.0013483315199164965,0.08588769056386407,-0.015451801932852921,0.036579539500230546
num__num_sub_12mts,0.0015202023815477361,0.01737244888935046,0.01258027531285887,0.003514108341902646,-0.01821297637041539,-0.043530405624250555,0.011192855440122992,0.14839741404338808,0.0010430543847480146,0.39521659829392175,0.3551459576485072,-0.24383615369539727,0.14007550969006918,0.05048587126931042,0.052849411029261946,0.014867283865520942,0.023321307308406078,0.0075254708275886845,-0.0069580626099274775,-0.0052835115646075945,0.0016217738365615006,-0.011565336749845416,-0.0017880911883003114,-0.003419092555067435,-0.009080718427470116,0.017865942263896428,0.05067336184459472,-0.05136370178374997,0.0270303640827379,-0.03516538669825413,0.11213216035554832,0.04189839980716935,-0.13376734375106505,0.011249147418630891,-0.01314788064967673,0.011188444073511009,0.0036929874757792025,-0.007212531778197844,-0.09070330131922372,0.01810828767706016,0.02595436971836307,-0.02635185655144802,-0.002185474628630432,-0.04088139949801764,0.022783495503415227,-0.036066834728962126
num__num_dbt,-0.002453974735079578,0.0134609155864366,0.010900432570100555,-0.009561990194533491,-0.039287010020515926,-0.053056025207757145,0.0333407078898961,0.5031162456641526,0.11318514905886061,-0.052528166909241815,-0.07902119481537699,-4.424219999980085e-05,-0.020101201242346062,-0.012150764647240532,0.015624242517611225,0.014804671503036125,0.0050321467133821254,0.005965123652887698,0.003863157989569474,-0.003620637636060303,0.007001692155837758,0.004791251382297283,0.0009923692489049105,0.0023124598153922357,0.01456688050865805,-0.026224513797095825,-0.026933409289055247,0.021859143052003968,-0.01244156043800107,0.026721550766180463,-0.10566641880668964,-0.027960423719654404,0.14365869515314492,-0.011606547424673572,0.02683115408444376,0.00515294561614657,0.022632557865779633,0.016659748104155186,0.769831978743713,-0.19523915622348514,-0.09672460785687764,0.05882141688296394,-0.03567203281100728,0.02768740745033073,-0.006011292924249698,0.019258243991757434
num__num_dbt_6mts,-0.003798648638711783,0.0033610055945736644,0.002174916376100117,-0.006024099387665231,-0.0399809297515063,-0.03925368997274372,0.03484021273431802,0.5361522192299285,0.12116908936636687,-0.11676418159630762,-0.15979763484614048,0.016228549557202376,-0.03876323631852892,-0.02286163521427295,0.015710862979299065,0.020802107595757242,0.010483784249195355,0.0034010696200081764,0.0020672444429174486,-0.001098115557781252,0.002471792217859696,-0.013119467690731895,-0.005178190812885508,-0.009549979396842878,-0.017002020817014296,0.005223197044834838,0.024438866298916177,-0.019972235996722883,0.014593505107304977,-0.025574039420382718,0.08190766294722227,0.023383798798788547,-0.11163281684877038,0.021284215028419463,-0.012131077933426132,0.011614598450722734,-0.0195919302391062,-0.022691011558775592,-0.43635369907931676,0.09985040880693746,0.05245105379077647,-0.023468476751730676,0.011008424132238598,-0.009602997791027041,-0.01077026695347022,-0.009967640930587357
num__num_dbt_12mts,-0.0037894433755347456,0.00552730925332029,0.003956823589036469,-0.005950493251646558,-0.04152812076552239,-0.04325311799368502,0.0359101365504229,0.5565449010543643,0.12636983814562305,-0.11281127909861959,-0.1563282448890864,0.015884505615512044,-0.036319964218619695,-0.024051702988113162,0.015758983322852277,0.02052468966186611,0.009794583028329487,0.0032889904703279765,0.001914833684546249,3.927760055871636e-05,0.002080846198210695,-0.00946421723004813,-0.004175071478025958,-0.007482102265670039,-0.011959443336684833,-0.0002607571698201253,0.01581596073253778,-0.012007897118847677,0.008958589125224077,-0.016350063997878528,0.052575288681112574,0.014872365540156085,-0.07217956251602507,0.011426028775129236,-0.007841534479648235,0.006320747259072529,-0.012037931256893362,-0.013900415184295883,-0.23287951058076858,0.05254931699390889,0.020378540925017178,-0.014527282992358146,0.009324891123964507,-0.007560746062839651,-0.00046980789735578954,-0.003404254530570694
num__num_lss,0.0007140352776625752,0.017846208171440493,0.01922097037037203,-0.0017926106980239336,0.0060479947696800524,-0.14909564932665653,0.5165355473440106,-0.051123599131460196,-0.022458895917187666,0.019395468242949708,-0.06098675129282557,-0.041312056766868985,0.022335421207523617,0.0028305552003562266,0.007589750403567894,-0.0034266614035402126,0.010778391090506698,-0.010130542547095951,-0.0008463674123481931,-0.006338141514401957,-0.007444522867326629,-0.018872067492662525,-0.0010012901701729193,-5.291444472618062e-05,0.0016347743240426593,-6.112431755429804e-05,-0.012448628713889562,0.01683195384721311,-0.011190016770433025,0.01671433138784007,-0.023885859488146297,-0.011276968163489855,0.058727715110426744,-0.016741209392086086,-0.0004616399139607194,-0.01909679649493945,-0.006889287736611342,0.00978519515614034,-0.039538193794305364,0.06481728237593647,0.05933028624041764,-0.009276409139810371,-0.17522195306155228,0.7874545656219343,-0.017332480050474497,0.08790353344666924
num__num_lss_6mts,0.0007646258510892135,0.014183924325590812,0.018809873989143765,-0.004065293664778026,0.009426231195802376,-0.15934288569569408,0.5505188003338233,-0.06065513730539367,-0.02553734149579367,0.007234563796102342,-0.07627269666538124,-0.04419583330551179,0.023032301814859064,0.0011359990176591167,0.01146868901255186,-0.0006971299955331745,0.020186142006255098,-0.010069587357642077,0.002212022116767514,-0.002028799865125488,0.002393105562838921,-0.021923290275646067,-0.002230023646085273,-0.003487771610120413,-0.004617984133824915,-0.0007356467719513982,0.009143263373670427,-0.010703263667213726,0.006559096214841527,-0.009780901675494915,0.03562310831958238,0.008314985083095972,-0.025365759028252933,0.00852796368311993,-0.0008491045247711465,0.0043494974090823035,-0.010617579052336033,-0.012826744898317283,0.02187998615616378,-0.04382261310497337,-0.03661418209319195,0.006053065331203825,0.09851755144847008,-0.4540629940186873,0.00999127518817483,-0.053501996303910726
num__num_lss_12mts,0.0010809757141393636,0.015026262333058316,0.01935673209746994,-0.0030718284621397214,0.009887280219345878,-0.16214152378775135,0.5615145131089703,-0.061580792103996446,-0.024444377592034123,0.007790452252433845,-0.07694474542660121,-0.044150311772606206,0.023434826725505356,0.0015951497862637832,0.01210216650221023,-0.00043827925667763723,0.019242149251311333,-0.006996510647561391,0.002959606674094832,-0.0033841372273422515,0.0020959160150511025,-0.021486647365866317,-0.0028622796517801703,-0.004420095892044593,-0.0034393180733099382,-0.006062622753966129,0.00761475983261789,-0.007337643970671945,0.004096830938443437,-0.008199070494628185,0.027759199414645615,0.007291127975432828,-0.023035830553325504,0.006248597302698302,0.0023892111825263747,0.0030912437745689303,-0.006516515384785315,-0.013418439948189387,0.019131580525734954,-0.027549013757489832,-0.02050221200639138,0.005798770715827621,0.05881166312525333,-0.2742331736883973,0.002662167208797528,-0.030738479213527292
num__recent_level_of_deliq,0.04699096712464222,0.14865822643817214,0.22360991686480108,0.035164086424335654,0.07060530244738612,-0.10288584335543409,0.016559219771048676,0.01688608638630179,0.051048247086465784,0.062426587922882866,0.14314956029828121,0.2338771670954349,-0.13747003219215442,-0.03892515449105478,-0.04650944584105448,-0.018305192191817803,-0.17844058057859952,0.009076682834659525,0.0029972687575118423,0.002344542862786847,0.0118634486724281,-0.218914208739147,-0.03814631845039016,-0.04747634485659303,0.008666942842713202,0.09025583813966566,-0.06030662212427315,0.057054936519442656,0.023024827878595763,-0.002615705938481566,-0.2056075604220984,-0.0169070843218423,-0.10697665552389674,0.033730823734246296,0.02462460551587938,0.06935989904927156,0.06633948879620649,-0.022327511158723966,-0.016468843926977755,0.008537462585518574,-0.046711960723316195,0.020952813857326256,-0.004420045616157199,-0.02226220432422043,0.0004253880179318076,0.03511657227434942
num__tot_enq,0.2411090621997593,-0.0636918792510994,0.05563594626410403,-0.0961040284411317,-0.052893138641386964,0.044171925435547654,0.01451992234457117,0.014648930162126272,-0.055178825652116244,-0.06451309751689875,0.04839068099137141,-0.029996995108378954,0.03358302763279237,-0.06568119883215243,0.009566694545127194,-0.14573094850588705,0.0005165459543701977,0.04173946161843647,0.10673509826845828,-0.14319057269815877,0.026997658426798896,-0.019915052864806826,-0.009103513428485931,-0.0042717955279137736,0.05127324241475309,-0.11613537517866632,-0.003954724765437914,0.04246541322167348,0.05553642269461669,-0.03742543321081772,-0.013232004183763746,0.04160357364281443,0.00015547747221708944,0.021243982241283946,0.02809827885206396,0.014176121522088865,-0.03310448460048506,0.10247477554917814,-0.03688315467596469,-0.2010236287744394,-0.05661076401434807,-0.2129140038607165,0.12099488557961399,0.07650716594198773,-0.042072300038914504,-0.2625415218546614
num__cc_enq,0.16586601184115501,-0.06241646223220176,0.06980029535157253,-0.1314119303517086,-0.2150492158266118,0.09140874869360191,0.031257426985446715,-0.048650561042035995,0.16466494427929518,0.020092459134363853,0.00577697032843982,0.0031813629273529636,-0.019430518273547828,-0.06230089245698408,0.11091847990549825,0.026200291149493335,-0.049128818425315884,-0.06469569843560091,0.14838118233214312,-0.10334934920506207,0.053921250617501186,0.050934914207039175,0.007025565367602482,0.0033571685373617356,-0.042338862028126215,-0.02405096647347109,-0.07226854379305112,-0.09510306179399469,0.3013462720659953,0.257493288122254,-0.007444844195945991,0.010970680357673082,-0.0003329458773433727,-0.0018532559406229075,0.020793230009168953,-0.023695960601472943,0.015739797978826253,0.059890669474812405,-0.00625399756743826,-0.12084972166009156,0.029027811026615752,-0.21694964650214593,0.15407866154572847,0.07865849081976103,-0.09615325894183008,-0.1505026458167183
num__cc_enq_l6m,0.15826970376940996,-0.10271732368652488,0.07018900638988451,-0.14419973769905106,-0.19603584435725938,-0.02255360710646358,-0.010009036906387804,-0.06949092614523779,0.22812674902271404,0.10668740678266397,-0.08098428139564387,-0.014329018565304611,-0.06635180445733409,0.01881377601314465,-0.0754016845604307,-0.03141588917656037,0.051158826516399566,0.08692861720251921,-0.08599476193222046,0.04473955276461851,0.013587241393802674,0.0019484597282794017,-0.0003290399783789453,-8.53307512866091e-05,-0.004408984224478295,-0.017221445366518845,-0.06189284102074814,-0.08891598596699885,0.21789895370338955,0.1946617751920317,0.005037859333997842,0.031905428619065285,0.004548903948161055,-0.022872497817711557,-0.034969163489437245,-0.0288013566629383,0.02750801938131897,-0.04477363675563728,0.006738686987573524,0.1270430733520394,0.012990997979325791,0.19101495626237053,-0.11590532037361759,-0.0735120735180202,0.06699871420392767,0.18879719909463477
num__cc_enq_l12m,0.1659082327703745,-0.09610836918617281,0.0707562202102987,-0.14094421303772184,-0.20101035220068306,0.01773004304888075,0.004695340793615654,-0.06322822048130738,0.21080859806389338,0.07822483638784034,-0.05370717207307619,-0.008143309397532215,-0.04246375535678807,-0.024973916334141005,0.0011150699300103532,-0.038387078479274736,0.004542119264337854,0.0346127975765697,0.02674659661744576,-0.03192641215568332,0.037988657727297495,0.027908075862729025,0.004570333030246489,0.003834641682885831,-0.03288552085767166,-0.014277890115655001,-0.0710647090110572,-0.12837661224284055,0.3201125771176524,0.2946509392152348,-0.0007344053069282541,0.02772878545492031,0.00795693794631723,-0.027053992755256658,-0.04563758468631788,-0.0011446586002400588,0.010055676584322118,-0.03825571309458549,0.012028974361659762,0.12283124610508035,0.03494033990249318,0.17352721230448578,-0.0750284383205316,-0.049752983410900065,0.04338441533528037,0.09590452865500074
num__pl_enq,0.20732335906223595,-0.08171606616372118,0.039016291552914764,-0.12155598622279612,-0.023838123293803054,-0.03305676243845703,-0.012274526976840217,0.03396265747415833,-0.19606187931759755,-0.0025721934542115485,-0.0008886151003202751,0.07702279936474955,0.07898607876945246,-0.11560609938887682,0.16485912746318582,0.01750195291255848,-0.023085480236071397,0.10717579004807767,-0.005188697538971444,-0.08707375443872734,-0.01578454519544421,-0.003190042660365537,-0.010799768951454888,-0.011273148130055907,0.01974923778938474,0.024003079137830063,-0.012035688942632211,-0.002765467899525198,-0.09263720936786601,0.033084886762886886,0.08189295050160171,-0.29552533518813734,-0.05913246732653367,0.007760786936185336,0.23689020690365553,0.013217779350757769,0.010969897846712692,0.07179219356268939,-0.007537764642057923,-0.10873944184294852,0.08958331315690636,-0.07978340072806168,0.06837561788984743,0.014591546619919814,-0.035909610445211834,-0.032906797956592265
num__pl_enq_l6m,0.17963233955503755,-0.1296111486014852,0.059394430886491024,-0.11556360950309442,0.037663630602666094,-0.19034545343555126,-0.0734719580039218,0.026759899518496878,-0.197972599728624,0.04123503950898535,-0.07979928770500931,0.035697370118245454,0.08426513877745803,-0.03282666367478052,0.07309442048579586,-0.03070766741925764,-0.026646752535624294,-0.0020592390243253274,0.05860171578541033,0.04111365001313259,0.04981927494304743,-0.0006213247094578739,-0.0026002157412870347,-0.0067045320642306755,0.021613315380086484,0.06615686378524512,-0.024828689606276835,-0.012682340228529813,-0.12612132557819267,-0.002728932140831017,0.06944894057761661,-0.22499577619073236,-0.037814235978235966,-0.014548906279001884,0.13707480571906966,-0.03310276454062058,0.049141529079003765,-0.05696847938219146,0.007599899233460286,0.09060331777911865,-0.002662143478469112,0.14782486760706381,-0.06782421157499116,-0.030241835746070554,0.026765684299964704,0.12510868631820307
