,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46
num__pl_enq_l12m,0.1911239351939698,-0.12364636394611801,0.053608204618691986,-0.11743389124019525,0.0228260210029655,-0.13808363646410898,-0.053395277507111844,0.025580592272979874,-0.18010853069156624,0.03251436704710569,-0.056112402170004766,0.052777941974134365,0.08531164941312751,-0.08076184288037865,0.11292693863918163,-0.05195418315259129,-0.03011870020162223,0.08074738731677403,0.04620102058031127,-0.038475895489353484,0.018099533436235285,0.007963359972545382,-0.008305646143397925,-0.009805435635718444,0.021854223556744032,0.0858685496386099,-0.012696364930269367,-0.031431053351027985,-0.14317656916632815,0.04109059418931234,0.09410555619917751,-0.3293266735745327,-0.05603325151299593,-0.015895710022467868,0.1957730151538249,0.025524015187223713,0.009048017766396618,-0.022836202068923457,0.012215062299336582,0.07698479768563468,0.03304947007658207,0.13914976931105863,-0.0033579507843375933,-0.009035229718969758,0.030432181569658392,0.014288928598998232
num__time_since_recent_enq,-0.10305653697659842,0.07712567565939625,-0.05885265204538297,-0.05097696687359988,-0.09907479264471415,-0.07705847059037083,-0.03844804217914033,-0.037931869581634824,0.11613011646571343,0.1593659241723298,-0.13138497391177337,0.3273033472709992,0.32166008239574845,0.09911223162069693,0.25222068158879096,-0.07723677830080523,0.10093327252431333,0.008882580670362156,0.06146502191348617,0.0998452017506997,0.052349651856247015,-0.04633114250022087,-0.005991602521313581,-0.011316522575212828,0.0537829851706892,-0.05104428194264012,-0.023443921684364478,0.07326746654386859,0.017575246576248284,-0.08693093263242191,-0.01126098139980039,0.09927925576186691,0.010591720816075921,-0.0008303105253706922,0.030974103217598456,0.019056995952497907,-0.010672087146559484,0.01100120313039998,-0.0076519962519070485,-0.02152755763388127,0.06949285053841577,0.07701764668286698,0.08090137835007824,0.01672163432978919,-0.020839835033316045,0.011028828602514947
num__enq_l12m,0.2227395358146937,-0.13950210543157388,0.06796342956734296,-0.08175645272586297,0.0017373583525187638,-0.08902259676554279,-0.03379830363024336,0.005115818342228113,-0.040255075124851145,0.0005062848076558565,-0.02809967172508617,-0.026348708296957304,0.04014910008484217,-0.028710856276958716,-0.0381989880034559,-0.1877671351606724,-0.007273431395430546,0.09025919004760101,0.10234314792502702,-0.1560788810668135,0.01874140708363399,-0.0021094699261144474,0.0017108937720841425,0.0011158720280593677,-0.026361444896161712,-0.02176315162350865,0.024206065998403185,0.028795251675824893,-0.024393847912507025,-0.07665680462105506,-0.025912600740944713,0.08761354743053743,0.02696869028197566,-0.00502722672330639,-0.07693847929164416,0.07157939200277476,-0.05527866961676825,0.006410667684227062,0.009630966114811429,0.05227627139922627,-0.054721352289098434,-0.028516153512223086,0.0011583787177996754,0.01481996537813151,0.017371537054571534,-0.09781962309315848
num__enq_l6m,0.2079744649227391,-0.1443673075060696,0.07331753517543792,-0.0843475063950672,0.01131546032458764,-0.1536656464143966,-0.05755679143417079,0.00515005716811128,-0.05809899574469168,0.01708078611935009,-0.053387145021494435,-0.03064268213983463,0.03244489637710443,0.025436310163806278,-0.08832242860192094,-0.1522560059095629,0.019310463340753092,0.05730363844407921,0.083146687663858,-0.14675402264085008,0.01245659243495996,-0.008878021692277357,0.007830820744023918,0.003548437714550207,-0.03398724451967282,-0.0217507692625538,0.004996594680765243,0.07560433779585095,-0.0561264298572976,-0.16518725445420657,-0.033488285042706956,0.1729154811618547,0.0364004736180509,0.007140024981582328,-0.12337136530200202,-0.055987579838904095,0.03213843823758074,-0.03874871445403021,-0.0036970042761871524,0.037116324024071654,-0.06838734806583281,-0.0002696868063571528,-0.05031430049769081,-0.010322081468660621,0.021647289873502618,0.028110169206786842
num__enq_l3m,0.17180424954737764,-0.12278717178803983,0.07417964906045066,-0.08171004948609159,0.006401391308995582,-0.15335817505360508,-0.06013243432778563,0.0055270895056464915,-0.06317883138073244,0.010598778503012708,-0.056285123062547765,-0.0675341121059991,0.0105565438158905,0.008674942085653857,-0.12226990545208884,-0.18312409222285278,0.009264967774715561,0.06829117490163558,0.09453312511260148,-0.1677121418059834,0.006949563852210405,-0.019292360883938594,0.012655066225673181,0.00427167826380128,-0.08407512991803942,-0.02994733300638591,0.021320952354308344,0.0982781980077423,-0.09856074691288233,-0.24222043878913424,-0.08091020099904939,0.35015761593638095,0.059377524954345534,0.009718915640861026,-0.21396472050921017,-0.0957944853190364,0.05236078089041006,-0.021934084339757465,-0.005567928633525232,-0.04383093317530656,0.0326940027885253,-0.01815551509750757,-0.1476927080285805,-0.04109236600291687,-0.002754359192219377,0.05957394705969725
num__age,-8.1781442995435e-05,0.10155983657122054,-0.03914619229273654,-0.02784948274355259,-0.1123515382728887,0.07016966028450333,0.03885373784777159,0.03898705315830967,-0.1671860219540271,-0.02457950952213571,0.06244517955893315,0.09218450472711955,-0.018159516225063756,0.14309262188189828,-0.18590424306341274,0.1416899769065223,0.11147481502866469,0.28338378300560546,0.11081612743866387,0.05326879887405281,0.36124279606840015,0.03234209234291539,0.024213600979426153,-0.013412853559175795,-0.16232245774246692,0.023744521636758206,-0.19347058604045453,-0.19521000574728883,-0.01676629409455592,-0.10238228947971731,-0.04326475348803923,0.07771269588871674,-0.07203064980837226,-0.5926204556830044,0.11775881568172,0.017654970267700826,-0.02985719944224383,-0.130046181748588,-0.03036889043741641,-0.09343276609825787,-0.07611694237833648,-0.017777823621329153,0.024853974090083598,0.014307364015771214,-0.01758775588697542,-0.008215657447876099
num__time_with_curr_empr,-0.01115319279978428,0.06102652236037562,-0.02138299528501269,-0.005192112828680974,-0.08807858875104467,0.05516569442414913,0.032778675074595046,0.023978134651503974,-0.14031849089778628,-0.01599182272384577,0.04752761450518698,0.08079406684744361,-0.0277534308406682,0.14088199288397282,-0.1668065269829786,0.13810120145168148,0.1424763949623825,0.34183504337712356,0.22276096882483065,0.11872784357046173,0.4125062764003111,0.018370437292643545,0.021549349879755667,-0.02704667908707994,-0.08581019323440212,0.1114836929029491,0.07812987095767898,-0.056048822389937136,0.046096177125766635,-0.003314006792526164,0.017869588722791527,-0.1058645340502902,0.11163705511219714,0.6592982885579944,-0.13470323462882328,-0.000774838036644937,-0.008877581725132783,0.05610058419613277,0.0038757414212202065,0.006706472330656056,0.011368955806680889,0.021827080068495854,0.007985847124236617,0.015092300389115874,-0.00033401535371986243,-0.011965522383183911
num__pct_of_active_tls_ever,-0.01191022670935378,-0.1886576477654365,0.09485868783265872,0.32903596559432824,-0.134985244489607,0.008446266880600527,0.019568384522648256,0.007777095915024882,-0.0029074744699951163,-0.025371615606390167,0.029152136386049386,0.005929975328172267,0.031839636182251344,-0.09882527451189833,0.05807975317391426,-0.08045797539928935,-0.026481946287914438,0.0699009180277599,-0.0054446074207229606,0.1140091320072482,0.03195915785139897,0.045458187121691945,0.006078525301967522,0.013677744332524625,0.027833516123129544,0.1585752727483311,-0.009984267648560669,0.009271308692368696,0.047122502831195213,-0.0585488371241974,-0.01588049309689927,-0.02046919353413642,0.019170312608029934,-0.07035722806172306,-0.04885954937136416,-0.11709873062399083,0.07220892824820531,0.16427260225338403,-0.018120567700550934,-0.04077237688531118,0.0052137538084305515,0.009307121113858839,0.022226150470889945,-0.0002982907880738992,0.13310060338753654,0.028859285947602148
num__pct_opened_tls_l6m_of_l12m,0.10344746542469263,-0.0969680242888542,-0.03109056423092109,0.1798690195362108,0.09804693652923992,-0.10175222053935928,-0.024144474019896136,-0.00288830475048808,0.05836758251342359,0.01836474709424008,0.006165200331219229,0.07820535384636695,-0.032777101920623546,0.3100558349353547,-0.06344098441019656,0.27590891156140546,0.17649626690582954,-0.10727696987410307,0.012669488150250853,-0.25512303640857403,-0.03290232543826557,-0.017637934039097285,-0.00541634027075099,-0.009182287853451796,0.08549696265161881,-0.08615930562885223,-0.14151920028559944,0.11698796115887472,0.1441675376837144,-0.05080155533065809,0.027821482705213132,-0.10337343878181653,-0.033049401356516774,0.01886122135019007,0.09318203886332183,-0.2035033569782915,0.13871684587854424,0.0466920119122203,-0.03308647342422709,-0.09013326475337272,-0.013475243055142208,0.03728217103408398,-0.04798940512784222,-0.00136383539580473,0.05787493759938041,-0.002192244122102102
num__pct_currentbal_all_tl,-0.0001463482143277406,-0.0005531580951111854,-0.0006363361959423634,0.004915208051277123,-0.003439703072356545,-0.0013376726478415094,-0.0003150652654656294,-0.00038063169469192116,-0.0009149787993225602,0.0026362110218058643,-0.0010321947610770362,-0.0015160780680530804,-0.005845379043372814,-0.015081843874082667,0.00020078351245506054,-0.010138978188732245,-0.0055171675911846185,-0.008498211338056949,-0.011305907668100607,-0.007622452480867459,-0.02874894046823101,-0.012826720743264547,0.8258730860180139,-0.5547285536906172,0.08901438951078175,0.009147365447231659,0.006163341832681344,-0.009483703685621875,0.00466916802257214,0.0009640557460328554,-0.0016718943473739978,0.0034136844121128718,8.350154497843709e-05,-0.005310879491703136,0.005111278987704249,0.009216243679231101,-0.008052977271560277,-0.00485987506865686,-0.000550814027171033,-0.0015438651011979191,-0.0037325403010864617,-0.00212135321339417,-0.0034432636004072953,-3.67752969641557e-05,-0.001532414921595865,-0.003006441910929414
num__cc_flag,0.11191656276285074,-0.0215794110514264,0.04688960285461,-0.049078907694355016,-0.2102399598983564,0.178225370812803,0.06278968301675578,-0.042909932258266045,0.15032051157132964,-0.02908569629736649,0.06061989024479613,-0.008651100255194664,-0.04598866187460807,-0.003902027396079301,0.1246111933863087,0.25131134012408407,-0.1098143171751817,-0.2723954928448987,0.19771468158584868,-0.02762312568147742,0.07938316737013204,0.05874646456690208,0.01602804720410517,0.010399898856095286,-0.03769336841972457,0.13446925733126258,0.034902210542786284,0.05255454812811648,-0.27565451501284344,-0.22203049096985428,-0.015155573986478238,0.003727180618896167,0.0009437913957007181,0.004781796112875991,-0.07061480799443834,0.005860149846896739,-0.0251280169018466,-0.12029927488233115,0.007405761717438758,0.07463970327840075,0.0004267870289465514,0.27691656342328164,-0.1636551107019378,-0.07296896319723503,0.05901199306843563,0.0438539387007552
num__pl_flag,0.13095820429338392,-0.010487414503091952,-0.029235142346674965,-0.040547641128395755,-0.03342881187124445,0.09996819618147047,0.044128598281863156,0.04447981959437631,-0.21513437567834612,-0.017593904789735233,0.07193711102437664,0.14650172039534587,-0.006113308927920761,-0.09251170755815258,0.1775312883405904,0.29575587891309685,0.07008016550666939,0.18572673244593055,-0.2713571286529163,-0.04859606839648893,-0.17836862513503454,-0.021189098587868837,-0.017451221120443634,0.0015224652149062453,0.09956298498016472,0.04860279877001572,0.026662845385167326,-0.04157567663149118,-0.0009607972867104533,0.06291547373030425,-0.04923210879319932,0.2533486920586092,0.0463835902635102,-0.0039650978610396796,-0.16694355818333695,-0.019147307266032046,0.012336487319935752,0.02255971754998476,-0.03528942576486116,0.04060003354830815,-0.1818269558301033,0.39434568053511304,-0.0274825737736416,0.06381890325392175,-0.0015928084939895448,-0.4932671471486495
num__pct_pl_enq_l6m_of_l12m,0.13288541584411703,-0.11245527129786605,0.04554420310594217,-0.0387876878995154,0.10330010245228216,-0.1727835249004743,-0.06494871955332294,0.036779549622528336,-0.22606223596232616,-0.02129194123568681,-0.039087169023793306,-0.032353009217590614,0.01993253451708998,0.045641157826387224,0.018037191450473923,0.17256756393715347,-0.05869116734447301,-0.29474114335365853,-0.0008045236045939319,0.3789974691098883,0.09898618052082044,-0.005562587933723467,0.009578676271060557,0.003169519323599289,-0.01775930181186547,-0.06341870714253378,-9.714843940211715e-05,-0.03268567596567104,0.14206167026338562,0.04758171793341165,-0.049730541843093196,0.12993149651766894,0.01877824876229224,-0.0031767805278053417,-0.07531866315460052,0.00785672327097435,-0.019837398149661546,0.00928760406487525,-0.006046374413125083,-0.058632461758997376,0.011941381325212774,-0.07406684008521999,0.024807135010969174,0.010842618579196679,-0.01999865095822198,-0.00235536830715026
num__pct_cc_enq_l6m_of_l12m,0.14039349165099796,-0.09075274923637108,0.05695148994902147,-0.1129654727325016,-0.16667548892059578,-0.023245450042132642,-0.009838939839956711,-0.06836833259761481,0.2306810071471592,0.10674222343294755,-0.07697604087814784,-0.03445428352969319,-0.11950301466834669,0.08843418275985158,-0.15303585053169888,0.07619636151024095,0.09302123118434696,0.07967377699510346,-0.27656638984583953,0.2428673074307769,-0.0491170504409571,-0.048150574939207574,-0.013840323507284435,-0.012176266172970235,0.05268152384547906,0.003901003439108028,0.039829059198864314,0.04792839045112243,-0.19035471868386736,-0.14159403513218857,0.006811205344540772,-0.06470318812218832,-0.017944451895113116,0.01649748647831493,0.0666454036935737,0.024983810194138024,-0.019870537513647542,0.0484432947193018,-0.007793532174100743,-0.0930638626575612,-0.0012856590998651107,-0.1289308000541331,0.07660072730252455,0.04127623945946828,-0.038282684014166964,-0.07985792570805578
num__pct_pl_enq_l6m_of_ever,0.11615484123572387,-0.11838242413383859,0.047245700946604026,-0.0293591201775822,0.1143727961022761,-0.19591886326433483,-0.07292924077388549,0.03265231135453319,-0.2165900211687404,-0.014364706934186833,-0.050566787596683094,-0.043997411734471845,0.012927619940181798,0.05916758153798338,0.00038352048327422276,0.1590176800005319,-0.0643892849544794,-0.30461420918458454,0.013497399301701074,0.38835331930320194,0.10416636829942545,-0.0002862501413422973,0.008810727553284178,0.0022378325606801155,-0.016699208084770503,-0.0486617796075315,-0.0018343383725876045,-0.037970216099027565,0.13184065935476647,0.05033378496624118,-0.050739378755082484,0.13444196031203004,0.02279875921728474,-0.006730513142543033,-0.08941699720779389,0.021465262999338097,-0.02823307683605078,-0.009520683424913794,-0.0026139451947088128,-0.018456477506985047,-0.0013006259078101844,-0.042526635793460554,0.018099057078707195,0.0076323865876267265,-0.006017605069047461,0.005249897049903168
num__pct_cc_enq_l6m_of_ever,0.1272882987337396,-0.09286675594568275,0.05257759098833466,-0.10384879984807317,-0.1482511361257106,-0.0390539666472258,-0.015092420192750913,-0.06588382488427491,0.22386804632720217,0.11474562812639123,-0.08526888079002075,-0.03615351745010646,-0.12434447303699192,0.10136522674774275,-0.17987769094312997,0.06757739729213749,0.10568751221020162,0.09670778013251177,-0.3054513227218181,0.2619522030091811,-0.055557287275927264,-0.05477431393505859,-0.014133548014385293,-0.011579345890073449,0.055474848646398754,0.0034788499102646753,0.04490409775761314,0.056177967358670755,-0.2160017582478766,-0.1611759733134088,0.009263723084281528,-0.066830465529697,-0.018021626382275793,0.015290150059519662,0.0584929934207649,0.038891504639299454,-0.024695254216996445,0.04039586099838385,-0.002421379468374441,-0.06450407202259692,-0.003644033205084385,-0.08436101352223724,0.04624849525996828,0.026695909239308528,-0.01860925684821415,-0.044838049980430957
num__max_unsec_exposure_inpct,0.00612443778850728,7.021160251545866e-05,-0.002550104249731699,0.001451675148782121,0.0058467869941179924,0.00916196122767622,0.0024396879595722826,0.0018202267406039001,-0.007033224619950564,-0.0010048267816028537,-0.0014741708659344564,0.011118941422251526,0.02596847528768414,-0.05016229312023106,0.03162148622818073,-0.0199259584157089,-0.029729669722521654,-0.11411049820565952,-0.40853603043068787,-0.21621959536206298,0.5902234342673451,0.055362142770303706,0.008934617458974614,-0.007188724827568327,-0.01973051074217723,0.04690402736537007,0.4056572240303986,0.44135485621890913,0.04054571046247426,0.182904097818339,0.003724876762564326,0.03733470233090192,-0.03629967458536249,-0.10650855516250979,0.049031605305994,-0.01639405026654492,-0.0033320117740818014,-0.02450150950635114,0.004030010754526844,0.011430437396527025,0.0115293600825007,0.0010947833556695825,-0.00937818245902787,-0.0067804438794595,-0.0011808063993338763,0.014931440193327858
num__hl_flag,0.05357020466406555,0.14609058974576042,-0.10732951777311482,-0.008803260255104585,-0.014214025769155682,-0.15633352703932812,-0.06910620011031231,-0.04539671495964917,0.07074090653349133,0.0005821493367043056,-0.07854369479009721,-0.03472713097789757,0.019881599480972335,0.05667058655573684,0.07956023824967079,0.09122808633803006,0.028872973310448087,-0.034935083857505586,0.02153545757853831,-0.1220629323499829,-0.017173289412203006,-0.2165135674780767,-0.010419168760456815,-0.051919175392382916,-0.24919559076311282,-0.2123730077613706,0.3990992514262209,-0.2983968033578097,-0.0776355572169062,0.02689002150693777,-0.16200303591299484,-0.2740293398106619,0.012394930269928193,-0.13586193083307846,-0.3143394092718,-0.09160633795431677,0.0026025779515698455,0.35381844331263845,-0.055727684603250394,-0.11602691087782754,-0.10988320963874164,-0.006080016372788119,0.0951020704471877,-0.0022358994040539183,0.1163837616774693,0.0283392148498241
num__gl_flag,0.029796275495256767,0.050648067272078955,0.0062816538108074705,0.039945706818304706,-0.16708283111274408,0.1225252338958048,0.0300690286101503,0.04458432062313039,-0.20578128631987916,0.0313960650534064,-0.054602255187587545,-0.017967962977202177,-0.20257918218940812,0.45725501780112027,0.18531670036240055,-0.2623877725998176,-0.17899727825255088,-0.01709948994486185,-0.08777408412784224,0.008294122449640368,-0.03834564275050721,0.0032123356000216853,-0.0044373395565254214,-0.0007670898695907591,0.02457052433367489,-0.020408607526421103,0.0052860723448031124,-0.015431449640165115,0.001693942084913854,0.029943803019864317,0.011459166128586933,-0.018457708180160334,-0.0011987429873692584,0.015738910286878564,-0.029099463860556292,-0.00763313374246951,-0.017232200506528295,-0.02813533699846238,-0.011731763725117965,-0.03342886935065055,-0.031158179678987714,0.027455900896458586,-0.005924841651330517,-0.0014045018093807775,-0.007177708441841256,0.0016419794156623119
num__no_enquiry_flag,-0.08336053397084289,0.0572739570205575,-0.05642339464917367,-0.031728117202646074,-0.08223646076245833,-0.08838024780841576,-0.04332883588327624,-0.03804936200560001,0.12542210349319266,0.1714535985333045,-0.14779028459429489,0.32218712614082323,0.3257676934506241,0.1046425193995469,0.27831092910807387,-0.07713840252744117,0.10406347264905873,0.01595958221754684,0.07263765623729733,0.10413437463806993,0.06234582168782256,-0.0653513438881525,-0.00386916086165974,-0.015648990550451568,0.028681576093619758,-0.09469262268698461,-0.01808335065497254,0.0909438665745677,0.006131733502398817,-0.11548977838921151,-0.03434254796896713,0.14965126258956607,0.019335814495518487,-0.0013177013751542732,-0.0003590775049766015,0.025080127607015473,-0.02355844054182918,0.03705519104315974,-0.0014682716024798717,-0.04160745830677905,0.11448277726001611,0.07872361239350917,0.11042057776291883,0.022741342063543394,-0.0314780532010913,0.010321554358561361
num__netmonthlyincome_log,0.03823748508820492,0.01254719968449841,0.00475376767068818,-0.009316239361606285,-0.06397100258225091,0.030145775717210235,0.01734079884805066,0.012821549422808087,-0.048320533582594624,-0.02527390465917308,0.04772158057061528,0.0018829334972746397,-0.06301841200454729,0.11179806320309009,-0.07531053418352335,0.10040448897310326,0.07370108636196294,0.21992350133532715,0.44629943021602414,0.22314205853210473,-0.33315105127480404,-0.04302636265915596,-0.008884124017970348,-0.01530317617598834,-0.002280716209592526,0.02128201767273788,0.4481720771805383,0.4752226203917855,0.051482612113611624,0.2332088893765094,0.019823578539790526,0.0372398185373935,-0.03584216983904313,-0.1908592167902371,0.08815203038781233,-0.009358599566786925,0.009081161908269797,-0.04046984801330224,-0.000797236069424917,0.004819079260920504,-0.0043607752909397,0.002880286955580718,-0.004139414757423104,-0.011715287242731439,0.005252764349401865,0.03899218313098715
cat__maritalstatus_Single,-0.0006168892519991601,-0.03259454680209995,0.011741417948567277,0.00614845768893348,0.025157692177373948,-0.017848087100073715,-0.008340748337709245,-0.008200053014947046,0.03828557164995236,0.010728987972085866,-0.01580401147477871,-0.021725306581629272,-0.00038133315904062114,-0.03440253765614496,0.04565104636016391,-0.030516615683676144,-0.033764481339449176,-0.06784335709398367,-0.029733272970165266,-0.012265100154317768,-0.08861557674054985,0.0009582132977611858,-0.005021203576629069,0.0014617913437883958,0.0487029234099086,-0.001652063040207645,0.03945745983420527,0.06494094162532742,0.004858654619308803,0.020951661801601688,0.014044455583599569,-0.009586727010846036,0.014380707067412884,0.15535696359933937,-0.027820934864870993,-0.0026619457319157144,0.015613447096304377,0.03670810651947158,0.011090355656128745,0.050594295280336626,0.06703870871694712,0.010387391972134202,-0.011604591047710763,-0.013464859324335339,0.017172235952623197,-0.0010075441476893347
cat__education_GRADUATE,0.01425757351530318,-0.007559484185843783,0.006180205928308245,-0.005740299210110175,-0.014053614524942823,0.008479251238892751,0.006293920343869712,0.0009496544644227721,-0.0009649046501760682,0.0013730364990154995,0.0054839406517154824,-0.006694156549697892,-0.012060597277509497,-0.0017246206649910553,0.015084335564286507,0.006315678345696039,-0.01954764087603808,-0.026443623758271882,0.0024605184215455017,0.004464872894262246,-0.04326375415452659,0.007551309456730289,-0.002974694113320753,0.004801476999328863,0.012546005344863366,-0.009370317649471806,0.04932847885203248,0.0524065151436,-0.003146348192399716,0.007765216391289787,0.008229860793653492,-0.010441475266110209,-0.0041097220742807175,0.02253886770725113,-0.006913420328257293,-0.015589833835804064,0.020068106586668674,0.04047478643527041,0.038729651656866704,0.06311930048543757,0.08260970154905056,0.050029338396082444,-0.023569060872021,0.00044006164170299743,-0.017710417507142,-0.20970220525241248
cat__education_OTHERS,-0.0011353901835835303,0.0027582077107602956,-0.0037311471666391003,0.0010310989211923353,0.0006797454762776982,-0.002594534408967424,-0.0011121058263443553,-1.7337035102158137e-06,0.0010383189891183993,0.0007634964786461593,-0.0016651782508307336,0.0021602923374458302,0.002228398166809898,-0.0010476114802672432,-0.00374669361602343,-0.0011938846331710352,0.0018084409181165144,0.004219941852675505,0.0009304117266580886,-0.003734074599885687,0.008912894384860363,-0.0019573477836888923,0.0010766611779170487,0.001467657463403509,-0.003030537051662535,0.000425611425401512,-0.011805754396933724,-0.01136604461756133,-0.0017324186830582067,0.0004938080332743974,-0.004348081243740649,0.0007484046154672026,2.9547148668657673e-05,-0.011528947181605504,-0.00687071001161519,0.0007574834013785101,-0.0013771628586577433,-0.005373880447533008,-0.003713389500681473,-0.006928670604856229,-0.010879898035881404,-0.008666023518400894,0.00031621303468523307,0.002723002535185313,0.0012761568323397185,0.014238790216067262
cat__education_POST-GRADUATE,0.0034226808047564013,0.0008694796558772374,-0.0010056042131649267,-0.0020719673970471596,-0.007207014223195025,0.0024823150651682195,0.0014402955028920683,0.002220198188366503,-0.002442758116706735,0.0009061708445086556,-0.0003705049784620771,0.0006449055260548485,-0.003555316165002979,0.002357064936946208,0.004014945302811365,0.005009664915414422,-0.0013957824375335492,-0.002425205925168216,0.0014842739330808707,2.7845229280945225e-05,-0.007286047991882876,-0.002104590025555438,-0.00026439218481106447,0.0004605655777861553,0.00021698231206522534,0.0004236524269807529,0.00888508136766052,0.004727593365015902,-0.00043650072703355774,0.0009598429602892655,-1.0812432140475114e-05,-0.00563331359287941,-0.0009566190789998055,-0.0030621708967482697,0.0027941189368920474,0.002045132992906429,0.002213580807722465,0.0014328155719977864,-0.005160140850504355,-0.001994490602577859,-0.002852212207799465,-0.00389363399298023,-0.0008392831992830758,-0.0032092136289813785,-0.004401834007557986,0.012079428633405102
cat__education_PROFESSIONAL,0.00026068174886740257,2.5556707729952717e-05,0.00010096586979717141,2.3334344013488856e-05,-0.0006367167172569014,0.0003477470596134094,5.023781685057076e-05,0.0005249784824650533,-0.00020435471594976008,0.00022159313640338364,-0.00043069932576475414,-6.369176161478197e-05,-0.0002929897978793751,-0.00020090182056342804,0.0003168717849420591,0.000507277915271151,-0.0006294222107536135,-0.001002844913537894,-0.0014101550501230825,-0.0011291996795005713,0.0015282646237880504,-0.0005271964169432757,0.00023905696961738776,0.0004496250788031883,0.000193266863232483,-0.0001922286780897762,-0.00036983179289899054,-0.0008376962281901601,-0.0005147286226642872,9.630201558021023e-05,-5.058347991712675e-05,-0.0007765085824107797,0.0003479729497894504,0.0010361162124718146,8.417160101220579e-05,-0.00013683285444388016,-0.0012621204257990126,0.0007756121471589883,-5.163980931701881e-05,-0.0003778752336297264,0.0006319791191342766,-0.0014193278900424475,0.00014042551274728865,-0.00018273948698936324,-0.00035404849227460566,0.00015898524935786806
cat__education_SSC,-0.007034150177185464,0.005188266012695488,-0.0020384033455928706,0.0015889016544641307,0.00837323413080244,-0.003245322679504739,-0.001594763658584932,-0.0006234670763093994,0.0012476147280625698,-0.001287643318923169,-0.0020761529147970887,0.0069637717774312935,0.009270125935786926,0.004967620309811378,-0.00996656323924444,-0.0001704403246174499,0.015354588773018934,0.02117501354052424,0.0009399332093179974,-0.00019063195293118548,0.034477696808216496,-0.0020886687397183774,0.002414900806890649,-7.006068410308347e-05,-0.019032317320207104,0.0040714602239657095,-0.031883715414632204,-0.03846135234624317,-0.002568391239459955,-0.009738943012993257,-0.011572657773107235,0.017088109731590924,0.0031523132347890895,-0.021668924605182088,0.003212364812265979,0.011235701301633202,-0.0205738090028474,-0.029089226057089405,-0.018044857420564147,-0.03920330478619599,-0.04397330781694173,-0.01308099751327,0.01586015857316842,0.0037923723279569264,0.003531747705924987,0.1009237127888791
cat__education_UNDER GRADUATE,0.0012261395270696954,-0.0010993254378675497,-0.0008129614618367566,0.00018242013914461554,0.0032727994507543816,-0.0035768134585473736,-0.001750040472613731,-0.001197444510717193,0.0004188156101664716,0.0013417298083901145,-0.0015924336453951723,-0.001655362601120296,-0.0011274844533266098,-0.0016421317906595034,-0.002874992850052298,-0.0023498794565180673,-0.002098038687000885,-0.0034607187417183844,-0.002687772148155451,-0.004001239444442223,-0.008611494847944334,-0.0021866928830128244,0.0035668036057667114,-0.003311784097093321,-0.0018003661922744926,-0.0026952479062058643,-0.0034046688370078584,0.004377446257603838,-0.0008639339101936816,0.0031197930412782526,-0.0010393902431097314,-0.00010971757956504229,0.0014142706946085708,-0.0010440228094736864,-0.004505778606376114,0.0034955330664118434,-0.0002222574532552285,0.005380238192319067,-0.005598274721450832,-0.008819761906502827,-0.001222185792292857,-0.006275569636981362,0.007700972771704333,-0.000584573716418027,0.010923803812324002,0.03190589685769699
cat__gender_M,0.004566014350641894,-0.000909896558814909,0.005872578089859067,-0.0038000394703358704,-0.00347203293628376,-0.00014720252479975547,0.000961873291544814,0.0010969085479395724,-0.00019671935570884648,-0.006048456369901292,0.006996932987121083,-0.004866778157751475,-0.0024834929031478663,-0.002364432170516491,0.000193465904411531,0.0015725952707326004,0.006906596793610029,-0.011507661774296053,0.008297133134609832,0.005867934881805136,-0.007251186546565234,-0.005722808803436927,-0.00447812370632023,-0.002632954232268063,0.038088112725218566,0.004583984297518252,0.02706149341858044,0.01667579459957075,0.008877379630281998,0.010273951606961786,0.00624637549935626,-0.01894510811237499,0.010204645183822091,0.05706374924310079,-0.011845001104749016,-0.005999966442186831,0.012397859673769746,0.019813655914702702,0.0022024941478069465,0.024034269165788588,0.007991442667672991,-0.002583763738219228,-0.017468335189940547,-0.0011566504442291044,0.0066559980276762465,-0.012715490676498218
cat__last_prod_enq2_CC,0.011347419734320787,-0.005844802851078842,0.005817666844605183,-0.011775518900492575,-0.029532866969043958,0.014819289178595926,0.005531653023222857,-0.009964756620407541,0.036153554465203235,0.007676551440291316,-0.0008844895723082855,-0.0054784156797474705,-0.02109537268335172,0.0051622633116114374,-0.007670769371063978,0.023538855798477025,-0.0008267524676285887,-0.006851180691859478,-0.018235734591481118,0.023079652361077486,-0.0032544960765313255,0.002329854740986839,2.3260566630396023e-05,0.00043076179702983795,-0.0005636575143918646,0.009400479257674016,0.0005862156720977049,-0.0006374013287799331,-0.01241087645357938,-0.0010353210928021328,0.004528722001627683,-0.013901042748729307,-0.0009984998997087206,-0.0033795693023172084,0.003984872670970678,0.002812099691297254,4.7623533048164746e-05,-0.004634071939301945,0.0019689162799313787,0.004054404585359536,0.006035029448030839,0.01556611614934329,-0.00758094080901444,-0.0009997486822276545,-0.002392325310516523,-0.008419617107880042
